list_place,list_date_time,detail_plaats,detail_datum,stance,language
Den Bosch,02 oktober 2025 (01:32),Den Bosch,2 oktober 2025,Against,Dutch
Delft,02 oktober 2025 (01:27),Delft,2 oktober 2025,For,English
Amsterdam,02 oktober 2025 (01:26),Amsterdam,2 oktober 2025,Against,Dutch
Veldhoven,02 oktober 2025 (01:20),Veldhoven,2 oktober 2025,Against,Dutch
Den haag,02 oktober 2025 (01:03),Den haag,2 oktober 2025,Against,Dutch
Amsterdam,02 oktober 2025 (00:46),Amsterdam,2 oktober 2025,Against,English
Amsterdam ,02 oktober 2025 (00:42),Amsterdam,2 oktober 2025,Against,English
Zwolle,02 oktober 2025 (00:37),Zwolle,2 oktober 2025,Against,Dutch
Maarssen,02 oktober 2025 (00:20),Maarssen,2 oktober 2025,Against,English
Amsterdam,02 oktober 2025 (00:17),Amsterdam,2 oktober 2025,Against,English
Groningen ,02 oktober 2025 (00:02),Groningen,2 oktober 2025,Against,Dutch
Eindhoven,01 oktober 2025 (23:37),Eindhoven,1 oktober 2025,Against,English
Eindhoven,01 oktober 2025 (23:37),Eindhoven,1 oktober 2025,Against,Dutch
Amstelveen,01 oktober 2025 (23:31),Amstelveen,1 oktober 2025,Against,Dutch
Amstelveen ,01 oktober 2025 (23:27),Amstelveen,1 oktober 2025,Against,Dutch
Amsterdam ,01 oktober 2025 (23:23),Amsterdam,1 oktober 2025,Against,English
Arnhem,01 oktober 2025 (23:20),Arnhem,1 oktober 2025,Against,Dutch
Heemskerk,01 oktober 2025 (23:17),Heemskerk,1 oktober 2025,Against,Dutch
Lochem,01 oktober 2025 (23:14),Lochem,1 oktober 2025,Against,Dutch
utrecht,01 oktober 2025 (23:03),utrecht,1 oktober 2025,Against,Dutch
Assen,01 oktober 2025 (23:02),Assen,1 oktober 2025,Against,Dutch
Wanneperveen,01 oktober 2025 (22:59),Wanneperveen,1 oktober 2025,Against,Dutch
Rotterdam,01 oktober 2025 (22:54),Rotterdam,1 oktober 2025,Against,English
Arnhem,01 oktober 2025 (22:51),Arnhem,1 oktober 2025,Against,English
Almere ,01 oktober 2025 (22:49),Almere,1 oktober 2025,Against,Dutch
Amsterdam,01 oktober 2025 (22:44),Amsterdam,1 oktober 2025,Against,English
Nieuwegein,01 oktober 2025 (22:40),Nieuwegein,1 oktober 2025,Against,English
Berkel en Rodenrijs,01 oktober 2025 (22:38),Berkel en Rodenrijs,1 oktober 2025,Against,English
Enschede,01 oktober 2025 (22:34),Enschede,1 oktober 2025,Against,English
Weert,01 oktober 2025 (22:34),Weert,1 oktober 2025,Against,Dutch
Medemblik,01 oktober 2025 (22:33),Medemblik,1 oktober 2025,Against,Dutch
Maarssen,01 oktober 2025 (22:32),Maarssen,1 oktober 2025,Against,English
Amersfoort ,01 oktober 2025 (22:31),Amersfoort,1 oktober 2025,Against,Dutch
Enschede,01 oktober 2025 (22:25),Enschede,1 oktober 2025,Against,Dutch
Tilburg ,01 oktober 2025 (22:25),Tilburg,1 oktober 2025,Against,English
Enschede,01 oktober 2025 (22:24),Enschede,1 oktober 2025,Against,Dutch
Amsterdam,01 oktober 2025 (22:22),Amsterdam,1 oktober 2025,Against,Other
ROTTERDAM,01 oktober 2025 (22:21),ROTTERDAM,1 oktober 2025,Against,English
Culemborg,01 oktober 2025 (22:21),Culemborg,1 oktober 2025,Against,Dutch
Den Haag,01 oktober 2025 (22:12),Den Haag,1 oktober 2025,Against,Dutch
Utrecht,01 oktober 2025 (22:12),Utrecht,1 oktober 2025,Against,English
Netherlands,01 oktober 2025 (22:04),Netherlands,1 oktober 2025,Against,English
Den Haag,01 oktober 2025 (22:02),Den Haag,1 oktober 2025,Against,Dutch
Rotterdam,01 oktober 2025 (21:49),Rotterdam,1 oktober 2025,Against,English
Berkel en Rodenrijs,01 oktober 2025 (21:39),Berkel en Rodenrijs,1 oktober 2025,Against,Dutch
Zoetermeer,01 oktober 2025 (21:21),Zoetermeer,1 oktober 2025,Against,English
Amsterdam,01 oktober 2025 (20:39),Amsterdam,1 oktober 2025,Against,Dutch
Utrecht,01 oktober 2025 (20:14),Utrecht,1 oktober 2025,Against,Dutch
Zaandam,01 oktober 2025 (19:40),Zaandam,1 oktober 2025,Against,Dutch
Klazienaveen-Noord,01 oktober 2025 (19:22),Klazienaveen-Noord,1 oktober 2025,Against,Dutch
Waalre,01 oktober 2025 (19:10),Waalre,1 oktober 2025,Against,English
Lelystad.,01 oktober 2025 (18:09),Lelystad.,1 oktober 2025,Against,English
Utrecht,01 oktober 2025 (17:04),Utrecht,1 oktober 2025,Against,English
Utrecht ,01 oktober 2025 (16:29),Utrecht,1 oktober 2025,Against,Dutch
Den Haag,01 oktober 2025 (15:44),Den Haag,1 oktober 2025,Against,Dutch
Castricum,01 oktober 2025 (14:59),Castricum,1 oktober 2025,Against,Dutch
Amsterdam,01 oktober 2025 (14:57),Amsterdam,1 oktober 2025,Against,English
Uithoorn,01 oktober 2025 (14:31),Uithoorn,1 oktober 2025,Against,Dutch
Amsterdam,01 oktober 2025 (13:11),Amsterdam,1 oktober 2025,Against,Dutch
Arnhem,01 oktober 2025 (13:09),Arnhem,1 oktober 2025,Against,Dutch
Nieuwegein,01 oktober 2025 (12:52),Nieuwegein,1 oktober 2025,Against,English
Ukraine ,01 oktober 2025 (12:37),Ukraine,1 oktober 2025,Against,English
Den haag,01 oktober 2025 (10:19),Den haag,1 oktober 2025,Against,Dutch
Dordrecht ,01 oktober 2025 (10:13),Dordrecht,1 oktober 2025,Against,Dutch
Venlo,01 oktober 2025 (09:34),Venlo,1 oktober 2025,Against,Dutch
Woerden,01 oktober 2025 (08:46),Woerden,1 oktober 2025,Against,English
Almere,30 september 2025 (21:14),Almere,30 september 2025,Against,Dutch
"Zaltbommel, Netherlands ",30 september 2025 (12:58),"Zaltbommel, Netherlands",30 september 2025,Against,Dutch
‘s Gravenhage,04 oktober 2025 (12:01),‘s Gravenhage,4 oktober 2025,Against,Other
Veenendaal,04 oktober 2025 (11:54),Veenendaal,4 oktober 2025,Against,Other
Deurne,04 oktober 2025 (11:52),Deurne,4 oktober 2025,Against,Other
Enschede,04 oktober 2025 (11:50),Enschede,4 oktober 2025,Against,Other
Amstelveen,04 oktober 2025 (11:48),Amstelveen,4 oktober 2025,Against,Other
bunnik,04 oktober 2025 (11:46),bunnik,4 oktober 2025,Against,Other
Tilburg ,04 oktober 2025 (11:37),Tilburg,4 oktober 2025,Against,Other
Hoogezand,04 oktober 2025 (11:36),Hoogezand,4 oktober 2025,For,English
Amsterdam,04 oktober 2025 (11:34),Amsterdam,4 oktober 2025,For,English
Utrecht,04 oktober 2025 (11:31),Utrecht,4 oktober 2025,For,English
's-Gravenhage,04 oktober 2025 (11:31),'s-Gravenhage,4 oktober 2025,For,English
Tilburg ,04 oktober 2025 (11:30),Tilburg,4 oktober 2025,For,English
Eindhoven,04 oktober 2025 (11:29),Eindhoven,4 oktober 2025,For,English
Amsterdam,04 oktober 2025 (11:27),Amsterdam,4 oktober 2025,For,English
Netherland,04 oktober 2025 (11:17),Netherland,4 oktober 2025,For,English
Doesburg,04 oktober 2025 (11:11),Doesburg,4 oktober 2025,For,English
Den Haag,04 oktober 2025 (11:09),Den Haag,4 oktober 2025,For,English
Amsterdam ,04 oktober 2025 (11:04),Amsterdam,4 oktober 2025,For,English
Deventer,04 oktober 2025 (10:57),Deventer,4 oktober 2025,For,English
Amsterdam,04 oktober 2025 (10:44),Amsterdam,4 oktober 2025,For,English
Netherlands ,04 oktober 2025 (10:37),Netherlands,4 oktober 2025,For,English
Amsterdam ,04 oktober 2025 (10:28),Amsterdam,4 oktober 2025,For,English
Den Haag,04 oktober 2025 (10:28),Den Haag,4 oktober 2025,For,English
Assendelft,04 oktober 2025 (10:24),Assendelft,4 oktober 2025,For,English
Amsterdam,04 oktober 2025 (10:24),Amsterdam,4 oktober 2025,For,English
Eindhoven,04 oktober 2025 (10:23),Eindhoven,4 oktober 2025,For,English
Voorburg ,04 oktober 2025 (10:20),Voorburg,4 oktober 2025,Against,English
Amsterdam,04 oktober 2025 (10:15),Amsterdam,4 oktober 2025,Against,Other
Diemen ,04 oktober 2025 (10:07),Diemen,4 oktober 2025,Against,Other
Zwolle,04 oktober 2025 (10:06),Zwolle,4 oktober 2025,Against,Other
Almere Buiten ,04 oktober 2025 (10:04),Almere Buiten,4 oktober 2025,Against,Other
Amstelveen,04 oktober 2025 (09:54),Amstelveen,4 oktober 2025,Against,Other
Veldhoven,04 oktober 2025 (09:52),Veldhoven,4 oktober 2025,Against,Other
Utrecht,04 oktober 2025 (09:43),Utrecht,4 oktober 2025,Against,Other
Groesbeek,04 oktober 2025 (09:39),Groesbeek,4 oktober 2025,Against,Other
Amstelveen,04 oktober 2025 (09:36),Amstelveen,4 oktober 2025,Against,English
Veldhoven,04 oktober 2025 (09:33),Veldhoven,4 oktober 2025,Against,English
Den Haag,04 oktober 2025 (09:14),Den Haag,4 oktober 2025,Against,English
Baarn,04 oktober 2025 (08:54),Baarn,4 oktober 2025,Against,English
Noordwijk ,04 oktober 2025 (08:34),Noordwijk,4 oktober 2025,Against,English
Eindhoven,04 oktober 2025 (08:27),Eindhoven,4 oktober 2025,Against,English
Almere ,04 oktober 2025 (01:28),Almere,4 oktober 2025,Against,English
Almere ,04 oktober 2025 (01:26),Almere,4 oktober 2025,Against,English
Almere ,04 oktober 2025 (01:24),Almere,4 oktober 2025,Against,English
Almere  ,04 oktober 2025 (01:20),Almere,4 oktober 2025,Against,English
Rotterdam ,04 oktober 2025 (01:18),Rotterdam,4 oktober 2025,Against,English
Amsterdam,04 oktober 2025 (01:11),Amsterdam,4 oktober 2025,Against,English
Lelystad,04 oktober 2025 (00:51),Lelystad,4 oktober 2025,For,English
"Tilburg, I.",04 oktober 2025 (00:14),"Tilburg, I.",4 oktober 2025,For,English
"Amersfoort, Netherlands",04 oktober 2025 (00:11),"Amersfoort, Netherlands",4 oktober 2025,For,English
"Amersfoort, Netherlands",04 oktober 2025 (00:00),"Amersfoort, Netherlands",4 oktober 2025,For,English
Amsterdam,03 oktober 2025 (23:47),Amsterdam,3 oktober 2025,For,English
"Apeldoorn, Netherlands",03 oktober 2025 (23:36),"Apeldoorn, Netherlands",3 oktober 2025,Against,English
Hoofddorp,03 oktober 2025 (23:34),Hoofddorp,3 oktober 2025,For,English
Utrecht ,03 oktober 2025 (23:23),Utrecht,3 oktober 2025,For,English
Utrecht ,03 oktober 2025 (23:20),Utrecht,3 oktober 2025,For,Other
z,03 oktober 2025 (23:14),z,3 oktober 2025,For,Other
Rotterdam,03 oktober 2025 (23:10),Rotterdam,3 oktober 2025,For,Other
Amsterdam,03 oktober 2025 (23:03),Amsterdam,3 oktober 2025,For,Other
Vancouver,03 oktober 2025 (22:59),Vancouver,3 oktober 2025,For,Other
Almere,03 oktober 2025 (22:56),Almere,3 oktober 2025,For,Other
Den Haag,03 oktober 2025 (22:31),Den Haag,3 oktober 2025,For,Other
Breda,03 oktober 2025 (16:12),Breda,3 oktober 2025,For,Other
Amsterdam,03 oktober 2025 (15:34),Amsterdam,3 oktober 2025,For,Other
Amsterdam,03 oktober 2025 (15:25),Amsterdam,3 oktober 2025,For,Other
Bleiswijk ,03 oktober 2025 (13:47),Bleiswijk,3 oktober 2025,For,Other
Almere ,03 oktober 2025 (12:00),Almere,3 oktober 2025,For,Other
Hengeloo,02 oktober 2025 (17:35),Hengeloo,2 oktober 2025,Against,Other
Utrecht ,01 oktober 2025 (20:21),Utrecht,1 oktober 2025,Against,Other
Amstelveen ,01 oktober 2025 (19:06),Amstelveen,1 oktober 2025,Against,Other
Amersfoort,01 oktober 2025 (09:37),Amersfoort,1 oktober 2025,Against,Other
Eindhoven,04 oktober 2025 (12:02),Eindhoven,4 oktober 2025,Against,Other
Wageningen,04 oktober 2025 (11:33),Wageningen,4 oktober 2025,Against,Other
Almere,05 oktober 2025 (18:11),Almere,5 oktober 2025,Against,Other
Haarlem ,05 oktober 2025 (17:48),Haarlem,5 oktober 2025,Against,Other
Groningen,05 oktober 2025 (17:25),Groningen,5 oktober 2025,Against,English
Roden,05 oktober 2025 (17:23),Roden,5 oktober 2025,Against,English
Amsterdam,05 oktober 2025 (17:22),Amsterdam,5 oktober 2025,Against,English
amesterdam,05 oktober 2025 (17:20),amesterdam,5 oktober 2025,Against,English
"Nieuwegein, Utrecht",05 oktober 2025 (17:20),"Nieuwegein, Utrecht",5 oktober 2025,Against,English
amsterdam,05 oktober 2025 (17:19),amsterdam,5 oktober 2025,Against,English
Almere,05 oktober 2025 (17:18),Almere,5 oktober 2025,Against,English
Amsterdam,05 oktober 2025 (17:16),Amsterdam,5 oktober 2025,Against,English
The Netherlands ,05 oktober 2025 (17:14),The Netherlands,5 oktober 2025,Against,English
Amsterdam ,05 oktober 2025 (16:53),Amsterdam,5 oktober 2025,Against,English
AMSTERDAM,05 oktober 2025 (16:45),AMSTERDAM,5 oktober 2025,Against,English
Groningen,05 oktober 2025 (16:34),Groningen,5 oktober 2025,Against,English
Utrecht,05 oktober 2025 (16:33),Utrecht,5 oktober 2025,Against,English
Rotterdam,05 oktober 2025 (16:25),Rotterdam,5 oktober 2025,Against,English
Denbosch,05 oktober 2025 (16:06),Denbosch,5 oktober 2025,Against,English
Zoetermeer ,05 oktober 2025 (15:45),Zoetermeer,5 oktober 2025,Against,English
Overveen,05 oktober 2025 (15:40),Overveen,5 oktober 2025,Against,English
Zoetermeer,05 oktober 2025 (15:37),Zoetermeer,5 oktober 2025,Against,English
Amsterdam,05 oktober 2025 (15:26),Amsterdam,5 oktober 2025,Against,English
Arnhem,05 oktober 2025 (15:16),Arnhem,5 oktober 2025,Against,English
Oss,05 oktober 2025 (14:44),Oss,5 oktober 2025,Against,Other
Haarlem,05 oktober 2025 (14:40),Haarlem,5 oktober 2025,Against,Other
Brussel,05 oktober 2025 (14:36),Brussel,5 oktober 2025,Against,Other
Rijswijk,05 oktober 2025 (14:34),Rijswijk,5 oktober 2025,Against,Other
Rijswijk,05 oktober 2025 (14:32),Rijswijk,5 oktober 2025,Against,Other
Friesland ,05 oktober 2025 (14:25),Friesland,5 oktober 2025,Against,Other
Leuth-Berg en Dal,05 oktober 2025 (14:22),Leuth-Berg en Dal,5 oktober 2025,Against,Other
Amsterdam,05 oktober 2025 (14:01),Amsterdam,5 oktober 2025,Against,Other
Hoofddorp,05 oktober 2025 (13:52),Hoofddorp,5 oktober 2025,Against,Other
Den Haag,05 oktober 2025 (13:51),Den Haag,5 oktober 2025,Against,Other
Rotterdam,05 oktober 2025 (13:46),Rotterdam,5 oktober 2025,Against,Other
Hoofddorp,05 oktober 2025 (13:40),Hoofddorp,5 oktober 2025,Against,Other
Amsterdam,05 oktober 2025 (13:38),Amsterdam,5 oktober 2025,Against,Other
Utrecht,05 oktober 2025 (13:36),Utrecht,5 oktober 2025,Against,Other
Woerden,05 oktober 2025 (13:24),Woerden,5 oktober 2025,Against,Other
Rotterdam,05 oktober 2025 (13:19),Rotterdam,5 oktober 2025,Against,Other
Amsterdam ,05 oktober 2025 (12:57),Amsterdam,5 oktober 2025,Against,Other
Amsterdam,05 oktober 2025 (12:49),Amsterdam,5 oktober 2025,Against,Other
Amsterdam,05 oktober 2025 (12:49),Amsterdam,5 oktober 2025,Against,Other
Eindhoven ,05 oktober 2025 (12:49),Eindhoven,5 oktober 2025,Against,English
Alkmaar,05 oktober 2025 (12:45),Alkmaar,5 oktober 2025,Against,English
Delft,05 oktober 2025 (12:26),Delft,5 oktober 2025,Against,English
Hoofddorp,05 oktober 2025 (12:25),Hoofddorp,5 oktober 2025,Against,English
Den Bosch ,05 oktober 2025 (12:25),Den Bosch,5 oktober 2025,Against,English
Netherlands,05 oktober 2025 (12:21),Netherlands,5 oktober 2025,Against,English
Hoofddorp ,05 oktober 2025 (12:19),Hoofddorp,5 oktober 2025,Against,English
The Hague ,05 oktober 2025 (12:19),The Hague,5 oktober 2025,Against,English
Netherlands,05 oktober 2025 (12:14),Netherlands,5 oktober 2025,Against,English
Overloon ,05 oktober 2025 (12:03),Overloon,5 oktober 2025,Against,English
Veldhoven,05 oktober 2025 (11:48),Veldhoven,5 oktober 2025,Against,English
Breda,05 oktober 2025 (11:45),Breda,5 oktober 2025,Against,English
Voorburg,05 oktober 2025 (11:43),Voorburg,5 oktober 2025,Against,English
Utrecht,05 oktober 2025 (11:38),Utrecht,5 oktober 2025,Against,English
Amsterdam,05 oktober 2025 (11:36),Amsterdam,5 oktober 2025,Against,English
Amsterdam,05 oktober 2025 (11:35),Amsterdam,5 oktober 2025,Against,English
Utrecht,05 oktober 2025 (11:30),Utrecht,5 oktober 2025,Against,English
Utrecht,05 oktober 2025 (11:29),Utrecht,5 oktober 2025,Against,English
Oegstgeest,05 oktober 2025 (11:28),Oegstgeest,5 oktober 2025,Against,English
Utrecht,05 oktober 2025 (11:26),Utrecht,5 oktober 2025,Against,English
Amstelveen,05 oktober 2025 (11:24),Amstelveen,5 oktober 2025,Against,Other
Breda,05 oktober 2025 (11:15),Breda,5 oktober 2025,Against,Other
Enschede,05 oktober 2025 (11:13),Enschede,5 oktober 2025,Against,Other
Waddinxveen,05 oktober 2025 (10:59),Waddinxveen,5 oktober 2025,Against,Other
Bussum,05 oktober 2025 (10:59),Bussum,5 oktober 2025,Against,Other
Eindhoven,05 oktober 2025 (10:47),Eindhoven,5 oktober 2025,Against,Other
Veghel,05 oktober 2025 (10:38),Veghel,5 oktober 2025,Against,Other
Haarlem,05 oktober 2025 (10:38),Haarlem,5 oktober 2025,Against,Other
Veghel,05 oktober 2025 (10:38),Veghel,5 oktober 2025,Against,Other
Hoofddorp,05 oktober 2025 (10:32),Hoofddorp,5 oktober 2025,Against,Other
Utrecht,05 oktober 2025 (10:28),Utrecht,5 oktober 2025,Against,Other
Hapert,05 oktober 2025 (10:25),Hapert,5 oktober 2025,Against,Other
Zeewolde,05 oktober 2025 (10:22),Zeewolde,5 oktober 2025,Against,Other
Leiden,05 oktober 2025 (10:20),Leiden,5 oktober 2025,Against,Other
Weert,05 oktober 2025 (10:12),Weert,5 oktober 2025,Against,Other
Nijmegen,05 oktober 2025 (10:10),Nijmegen,5 oktober 2025,Against,Other
Nijmegen,05 oktober 2025 (10:08),Nijmegen,5 oktober 2025,Against,Other
Amsterdam,05 oktober 2025 (10:03),Amsterdam,5 oktober 2025,Against,Other
Maastricht,05 oktober 2025 (09:58),Maastricht,5 oktober 2025,Against,Other
Raalte,05 oktober 2025 (09:32),Raalte,5 oktober 2025,Against,Other
Zeist,05 oktober 2025 (09:28),Zeist,5 oktober 2025,Against,Other
Breda,05 oktober 2025 (09:26),Breda,5 oktober 2025,Against,English
Almere,05 oktober 2025 (09:13),Almere,5 oktober 2025,Against,English
Hoogeveen,05 oktober 2025 (09:05),Hoogeveen,5 oktober 2025,Against,English
Vlissingen,05 oktober 2025 (09:00),Vlissingen,5 oktober 2025,Against,English
Amsterdam ,05 oktober 2025 (08:54),Amsterdam,5 oktober 2025,Against,English
Amsterdam,05 oktober 2025 (08:52),Amsterdam,5 oktober 2025,Against,English
Haarlem,05 oktober 2025 (08:48),Haarlem,5 oktober 2025,Against,English
Hengelo,05 oktober 2025 (08:46),Hengelo,5 oktober 2025,Against,English
Breda,05 oktober 2025 (08:41),Breda,5 oktober 2025,Against,English
Amstelveen.,05 oktober 2025 (08:27),Amstelveen.,5 oktober 2025,Against,English
Amstelveen,05 oktober 2025 (08:25),Amstelveen,5 oktober 2025,Against,English
Den Haag,05 oktober 2025 (08:15),Den Haag,5 oktober 2025,Against,English
Utrecht,05 oktober 2025 (08:05),Utrecht,5 oktober 2025,For,English
Almere,05 oktober 2025 (07:57),Almere,5 oktober 2025,For,English
Oirschot,05 oktober 2025 (07:56),Oirschot,5 oktober 2025,For,English
Zwolle,05 oktober 2025 (07:55),Zwolle,5 oktober 2025,For,English
Almere,05 oktober 2025 (07:51),Almere,5 oktober 2025,For,English
Belfeld,05 oktober 2025 (07:46),Belfeld,5 oktober 2025,For,English
Hilversum ,05 oktober 2025 (07:26),Hilversum,5 oktober 2025,For,English
Amstelveen,05 oktober 2025 (02:21),Amstelveen,5 oktober 2025,For,English
Padova,05 oktober 2025 (02:07),Padova,5 oktober 2025,For,Other
nieuwegein,05 oktober 2025 (01:42),nieuwegein,5 oktober 2025,For,Other
Amstelveen,05 oktober 2025 (01:29),Amstelveen,5 oktober 2025,For,Other
heerlen,05 oktober 2025 (00:31),heerlen,5 oktober 2025,For,Other
Rotterdam,05 oktober 2025 (00:24),Rotterdam,5 oktober 2025,For,Other
Vlissingen ,05 oktober 2025 (00:24),Vlissingen,5 oktober 2025,For,Other
Overveen,05 oktober 2025 (00:18),Overveen,5 oktober 2025,For,Other
Amstelveen,05 oktober 2025 (00:10),Amstelveen,5 oktober 2025,For,Other
Rotterdam ,05 oktober 2025 (00:01),Rotterdam,5 oktober 2025,For,Other
Rotterdam,05 oktober 2025 (00:00),Rotterdam,5 oktober 2025,For,Other
Rotterdam,04 oktober 2025 (23:58),Rotterdam,4 oktober 2025,For,Other
Rotterdam ,04 oktober 2025 (23:53),Rotterdam,4 oktober 2025,For,Other
Rotterdam,04 oktober 2025 (23:42),Rotterdam,4 oktober 2025,Against,Other
's-Gravenhage,04 oktober 2025 (23:41),'s-Gravenhage,4 oktober 2025,Against,Other
Nijmegen,04 oktober 2025 (23:29),Nijmegen,4 oktober 2025,Against,Other
Amstelveen,04 oktober 2025 (23:28),Amstelveen,4 oktober 2025,Against,Other
Lelystad ,04 oktober 2025 (23:21),Lelystad,4 oktober 2025,Against,Other
Almere,04 oktober 2025 (23:12),Almere,4 oktober 2025,Against,Other
Haarlem,04 oktober 2025 (23:06),Haarlem,4 oktober 2025,Against,Other
Rotterdam,04 oktober 2025 (23:06),Rotterdam,4 oktober 2025,Against,Other
Feanwâlden,04 oktober 2025 (23:00),Feanwâlden,4 oktober 2025,Against,Other
Almere.,04 oktober 2025 (22:57),Almere.,4 oktober 2025,Against,Other
Enschede,04 oktober 2025 (22:44),Enschede,4 oktober 2025,Against,Other
Haarlem,04 oktober 2025 (22:38),Haarlem,4 oktober 2025,Against,Other
Dordrecht ,04 oktober 2025 (22:34),Dordrecht,4 oktober 2025,Against,Other
Geldrop,04 oktober 2025 (22:19),Geldrop,4 oktober 2025,Against,Other
Krommenie,04 oktober 2025 (22:19),Krommenie,4 oktober 2025,Against,Other
Amstelveen,04 oktober 2025 (22:13),Amstelveen,4 oktober 2025,Against,Other
Helmond,04 oktober 2025 (22:09),Helmond,4 oktober 2025,Against,Other
EINDHOVEN,04 oktober 2025 (22:08),EINDHOVEN,4 oktober 2025,Against,Other
Van Allenstraat 196 Krommenie ,04 oktober 2025 (22:03),Van Allenstraat 196 Krommenie,4 oktober 2025,Against,Other
Vlissingen ,04 oktober 2025 (21:50),Vlissingen,4 oktober 2025,Against,Other
Almere,04 oktober 2025 (21:50),Almere,4 oktober 2025,Against,Other
Drenthe,04 oktober 2025 (21:42),Drenthe,4 oktober 2025,Against,Other
Almere,04 oktober 2025 (21:39),Almere,4 oktober 2025,Against,Other
Amsterdam,04 oktober 2025 (21:36),Amsterdam,4 oktober 2025,Against,Other
Utrecht,04 oktober 2025 (21:28),Utrecht,4 oktober 2025,Against,Other
Netherlands,04 oktober 2025 (21:22),Netherlands,4 oktober 2025,Against,Other
Naaldwijk,04 oktober 2025 (21:21),Naaldwijk,4 oktober 2025,Against,Other
Hoofddorp,04 oktober 2025 (21:19),Hoofddorp,4 oktober 2025,Against,Other
Netherlands,04 oktober 2025 (21:17),Netherlands,4 oktober 2025,Against,Other
Amsterdam ,04 oktober 2025 (21:17),Amsterdam,4 oktober 2025,Against,Other
Groningen,04 oktober 2025 (21:12),Groningen,4 oktober 2025,Against,Other
Hoofddorp ,04 oktober 2025 (21:06),Hoofddorp,4 oktober 2025,Against,Other
Almere,04 oktober 2025 (21:03),Almere,4 oktober 2025,Against,Other
Utrecht,04 oktober 2025 (20:48),Utrecht,4 oktober 2025,Against,Other
Amstelveen,04 oktober 2025 (20:42),Amstelveen,4 oktober 2025,Against,Other
Sint-Oedenrode ,04 oktober 2025 (20:39),Sint-Oedenrode,4 oktober 2025,Against,Other
Amstelveen,04 oktober 2025 (20:33),Amstelveen,4 oktober 2025,Against,Other
Hoogezand,04 oktober 2025 (20:24),Hoogezand,4 oktober 2025,Against,Other
