list_place,list_date_time,detail_plaats,detail_datum,stance,language
Groningen,02 oktober 2025 (22:46),Groningen,2 oktober 2025,Against,Dutch
Oosterhout,02 oktober 2025 (22:44),Oosterhout,2 oktober 2025,Against,Dutch
Hardenberg ,02 oktober 2025 (22:36),Hardenberg,2 oktober 2025,Against,Dutch
Almere,02 oktober 2025 (22:35),Almere,2 oktober 2025,Against,Dutch
Utrecht,02 oktober 2025 (22:34),Utrecht,2 oktober 2025,Against,Dutch
Netherlands,02 oktober 2025 (22:32),Netherlands,2 oktober 2025,Against,English
Dordrecht,02 oktober 2025 (22:23),Dordrecht,2 oktober 2025,For,Dutch
Uithoorn,02 oktober 2025 (22:18),Uithoorn,2 oktober 2025,Against,Dutch
Den Haag,02 oktober 2025 (22:10),Den Haag,2 oktober 2025,Against,Dutch
Amsterdam,02 oktober 2025 (22:07),Amsterdam,2 oktober 2025,Against,Dutch
Amsterdam,02 oktober 2025 (22:06),Amsterdam,2 oktober 2025,Against,Dutch
Rotterdam ,02 oktober 2025 (22:02),Rotterdam,2 oktober 2025,Against,Dutch
Amsterdam,02 oktober 2025 (22:01),Amsterdam,2 oktober 2025,Against,Dutch
Breda,02 oktober 2025 (21:58),Breda,2 oktober 2025,Against,Dutch
Almere,02 oktober 2025 (21:55),Almere,2 oktober 2025,Against,Dutch
Den haag,02 oktober 2025 (21:55),Den haag,2 oktober 2025,Against,Dutch
Amsterdam,02 oktober 2025 (21:52),Amsterdam,2 oktober 2025,Against,English
Den Haag,02 oktober 2025 (21:51),Den Haag,2 oktober 2025,Against,English
Amsterdam,02 oktober 2025 (21:48),Amsterdam,2 oktober 2025,Against,Dutch
Maastricht,02 oktober 2025 (21:47),Maastricht,2 oktober 2025,Against,Dutch
Leiden,02 oktober 2025 (21:46),Leiden,2 oktober 2025,Against,Dutch
rotterdam,02 oktober 2025 (21:45),rotterdam,2 oktober 2025,Against,English
Purmering,02 oktober 2025 (21:44),,,Against,Other
rotterdam,02 oktober 2025 (21:42),rotterdam,2 oktober 2025,Against,English
Hellevoetsluis,02 oktober 2025 (21:42),Hellevoetsluis,2 oktober 2025,Against,Dutch
Maastricht,02 oktober 2025 (21:35),Maastricht,2 oktober 2025,Against,English
Iran,02 oktober 2025 (21:31),Iran,2 oktober 2025,Against,English
Amsterdam,02 oktober 2025 (21:28),Amsterdam,2 oktober 2025,Against,English
Mussenveld 42,02 oktober 2025 (21:19),Mussenveld 42,2 oktober 2025,Against,Dutch
Denhaag,02 oktober 2025 (21:19),Denhaag,2 oktober 2025,Against,Dutch
Almere,02 oktober 2025 (21:19),Almere,2 oktober 2025,Against,English
Utrecht ,02 oktober 2025 (21:18),Utrecht,2 oktober 2025,Against,English
Leidschendam,02 oktober 2025 (21:17),Leidschendam,2 oktober 2025,Against,Dutch
Delft,02 oktober 2025 (21:16),Delft,2 oktober 2025,Against,English
Gouda,02 oktober 2025 (21:12),Gouda,2 oktober 2025,Against,Dutch
Leidschendam,02 oktober 2025 (21:11),Leidschendam,2 oktober 2025,Against,Dutch
AMSTERDAM,02 oktober 2025 (21:09),AMSTERDAM,2 oktober 2025,Against,Dutch
Rotterdam,02 oktober 2025 (21:05),Rotterdam,2 oktober 2025,Against,Dutch
Utrecht,02 oktober 2025 (21:04),Utrecht,2 oktober 2025,Against,English
Delft,02 oktober 2025 (21:01),Delft,2 oktober 2025,Against,English
Hoofddorp.,02 oktober 2025 (21:01),Hoofddorp.,2 oktober 2025,Against,Dutch
Anoniem ,02 oktober 2025 (20:59),Anoniem,2 oktober 2025,Against,Dutch
tilburg,02 oktober 2025 (20:59),tilburg,2 oktober 2025,Against,Dutch
Assen,02 oktober 2025 (20:52),Assen,2 oktober 2025,Against,Dutch
Den Haag,02 oktober 2025 (20:49),Den Haag,2 oktober 2025,Against,English
Boskoop ,02 oktober 2025 (20:48),Boskoop,2 oktober 2025,Against,Dutch
Amersfoort .nederland,02 oktober 2025 (20:47),Amersfoort .nederland,2 oktober 2025,Against,Dutch
Nijmegen ,02 oktober 2025 (20:45),Nijmegen,2 oktober 2025,Against,Dutch
Maastricht,02 oktober 2025 (20:44),Maastricht,2 oktober 2025,Against,English
Rotterdam,02 oktober 2025 (20:38),Rotterdam,2 oktober 2025,Against,Dutch
Amsterdam,02 oktober 2025 (20:37),Amsterdam,2 oktober 2025,Against,English
Hoorn,02 oktober 2025 (20:36),Hoorn,2 oktober 2025,Against,Dutch
Rotterdam,02 oktober 2025 (20:34),Rotterdam,2 oktober 2025,Against,Dutch
Den Haag,02 oktober 2025 (20:33),Den Haag,2 oktober 2025,Against,Dutch
Den haag ,02 oktober 2025 (20:30),Den haag,2 oktober 2025,Against,Dutch
Kampen,02 oktober 2025 (20:27),Kampen,2 oktober 2025,Against,Dutch
Eerbeek,02 oktober 2025 (20:25),Eerbeek,2 oktober 2025,Against,Dutch
anoniem,02 oktober 2025 (20:24),anoniem,2 oktober 2025,Against,Dutch
HUIZEN,02 oktober 2025 (20:24),HUIZEN,2 oktober 2025,Against,Dutch
Den haag,02 oktober 2025 (20:23),Den haag,2 oktober 2025,Against,Dutch
Apeldoorn,02 oktober 2025 (20:22),Apeldoorn,2 oktober 2025,Against,Dutch
Amsterdam,02 oktober 2025 (20:17),Amsterdam,2 oktober 2025,Against,Dutch
Nord Holland,02 oktober 2025 (20:08),Nord Holland,2 oktober 2025,Against,English
Utrecht,02 oktober 2025 (20:00),Utrecht,2 oktober 2025,Against,Dutch
Rotterdam,02 oktober 2025 (20:00),Rotterdam,2 oktober 2025,Against,Dutch
Helmond,02 oktober 2025 (19:59),Helmond,2 oktober 2025,Against,Dutch
Bussum,02 oktober 2025 (19:56),Bussum,2 oktober 2025,Against,English
Rotterdam,02 oktober 2025 (19:52),Rotterdam,2 oktober 2025,Against,Dutch
Amsterdam,02 oktober 2025 (19:48),Amsterdam,2 oktober 2025,Against,English
Geldrop ,02 oktober 2025 (19:48),Geldrop,2 oktober 2025,Against,Dutch
Roterdam ,02 oktober 2025 (19:43),Roterdam,2 oktober 2025,Against,English
Utrecht,02 oktober 2025 (19:42),Utrecht,2 oktober 2025,Against,English
Delfgauw,02 oktober 2025 (19:32),Delfgauw,2 oktober 2025,Against,Dutch
Enschede,02 oktober 2025 (19:30),Enschede,2 oktober 2025,Against,Dutch
Rotterdam,02 oktober 2025 (19:19),Rotterdam,2 oktober 2025,Against,Dutch
Rijswijk,02 oktober 2025 (19:18),Rijswijk,2 oktober 2025,Against,Dutch
Den haag ,02 oktober 2025 (18:51),Den haag,2 oktober 2025,Against,Dutch
Delft,02 oktober 2025 (18:50),Delft,2 oktober 2025,Against,Dutch
Maastricht,02 oktober 2025 (18:42),Maastricht,2 oktober 2025,Against,Dutch
capelle aan den ijssel,02 oktober 2025 (18:42),capelle aan den ijssel,2 oktober 2025,Against,Dutch
Amsterdam ,02 oktober 2025 (18:40),Amsterdam,2 oktober 2025,Against,Dutch
Den Haag,02 oktober 2025 (18:39),Den Haag,2 oktober 2025,Against,Dutch
Dordrecht,02 oktober 2025 (18:39),Dordrecht,2 oktober 2025,Against,Dutch
Almere,02 oktober 2025 (18:37),Almere,2 oktober 2025,Against,Dutch
Amsterdam,02 oktober 2025 (18:37),Amsterdam,2 oktober 2025,Against,English
Waalre,02 oktober 2025 (18:32),Waalre,2 oktober 2025,Against,Dutch
Arnhem,02 oktober 2025 (18:26),Arnhem,2 oktober 2025,Against,English
Amstelveen.,02 oktober 2025 (18:25),Amstelveen.,2 oktober 2025,Against,English
Almere,02 oktober 2025 (18:23),Almere,2 oktober 2025,Against,English
Eindhoven,02 oktober 2025 (18:21),Eindhoven,2 oktober 2025,Against,Dutch
Groningen,02 oktober 2025 (18:16),Groningen,2 oktober 2025,Against,Dutch
Rotterdam,02 oktober 2025 (18:11),Rotterdam,2 oktober 2025,Against,Dutch
Hellendorn ,02 oktober 2025 (18:04),Hellendorn,2 oktober 2025,Against,Dutch
Eindhoven ,02 oktober 2025 (18:03),Eindhoven,2 oktober 2025,Against,Dutch
rotterdam,02 oktober 2025 (18:00),rotterdam,2 oktober 2025,Against,Dutch
Almere,02 oktober 2025 (18:00),Almere,2 oktober 2025,Against,English
Eindhoven,02 oktober 2025 (17:58),Eindhoven,2 oktober 2025,Against,English
'S-Hertogenbosch,02 oktober 2025 (17:56),'S-Hertogenbosch,2 oktober 2025,Against,English
UITHOORN,02 oktober 2025 (17:50),UITHOORN,2 oktober 2025,Against,Dutch
"Maastricht, """,02 oktober 2025 (17:46),"Maastricht, """,2 oktober 2025,Against,English
Lelystad,02 oktober 2025 (17:44),Lelystad,2 oktober 2025,Against,English
Almelo ,02 oktober 2025 (17:34),Almelo,2 oktober 2025,Against,Dutch
Amsterdam,02 oktober 2025 (17:31),Amsterdam,2 oktober 2025,Against,English
Amsterdam,02 oktober 2025 (17:18),Amsterdam,2 oktober 2025,Against,Dutch
Sittard,02 oktober 2025 (17:17),Sittard,2 oktober 2025,Against,English
Amsterdam ,02 oktober 2025 (17:17),Amsterdam,2 oktober 2025,Against,English
Middelburg,02 oktober 2025 (17:17),Middelburg,2 oktober 2025,Against,Dutch
Dalfsen ,02 oktober 2025 (17:12),Dalfsen,2 oktober 2025,Against,Dutch
Sittard,02 oktober 2025 (17:12),Sittard,2 oktober 2025,Against,English
Medemblik,02 oktober 2025 (17:11),Medemblik,2 oktober 2025,Against,Dutch
Den Haag,02 oktober 2025 (17:11),Den Haag,2 oktober 2025,Against,Dutch
Oldenzaal ,02 oktober 2025 (17:09),Oldenzaal,2 oktober 2025,Against,Dutch
Leiden,02 oktober 2025 (17:09),Leiden,2 oktober 2025,Against,Dutch
Middelburg,02 oktober 2025 (17:08),Middelburg,2 oktober 2025,Against,Dutch
Nijmegen,02 oktober 2025 (17:01),Nijmegen,2 oktober 2025,Against,Dutch
Wildervank,02 oktober 2025 (16:59),Wildervank,2 oktober 2025,Against,Dutch
Hendrik-Ido-Ambacht,02 oktober 2025 (16:59),Hendrik-Ido-Ambacht,2 oktober 2025,Against,Dutch
??????,02 oktober 2025 (16:54),??????,2 oktober 2025,Against,Dutch
Hellevoetsluis ,02 oktober 2025 (16:53),Hellevoetsluis,2 oktober 2025,Against,Dutch
Amsterdam,02 oktober 2025 (16:45),Amsterdam,2 oktober 2025,Against,Dutch
The Hague,02 oktober 2025 (16:41),The Hague,2 oktober 2025,Against,Dutch
Amsterdam,02 oktober 2025 (16:39),Amsterdam,2 oktober 2025,Against,English
Uithoorn,02 oktober 2025 (16:39),Uithoorn,2 oktober 2025,Against,English
Amsterdam,02 oktober 2025 (16:39),Amsterdam,2 oktober 2025,Against,Dutch
HEEMSKERK,02 oktober 2025 (16:37),HEEMSKERK,2 oktober 2025,Against,Dutch
Diemen,02 oktober 2025 (16:31),Diemen,2 oktober 2025,Against,Dutch
Helmond,02 oktober 2025 (16:21),Helmond,2 oktober 2025,Against,English
Amsterdam,02 oktober 2025 (16:20),Amsterdam,2 oktober 2025,Against,Dutch
Luttelgeest,02 oktober 2025 (16:17),Luttelgeest,2 oktober 2025,Against,Dutch
Haarlem,02 oktober 2025 (16:14),Haarlem,2 oktober 2025,Against,Dutch
Sassenheim ,02 oktober 2025 (16:13),Sassenheim,2 oktober 2025,Against,Dutch
Zoetrmeer,02 oktober 2025 (16:11),Zoetrmeer,2 oktober 2025,Against,Dutch
Amsterdam,02 oktober 2025 (16:00),Amsterdam,2 oktober 2025,Against,English
Zoetermeer,02 oktober 2025 (15:56),Zoetermeer,2 oktober 2025,Against,English
Amsterdam,02 oktober 2025 (15:52),Amsterdam,2 oktober 2025,Against,Dutch
Utrecht,02 oktober 2025 (15:50),Utrecht,2 oktober 2025,Against,English
Enschede ,02 oktober 2025 (15:45),Enschede,2 oktober 2025,Against,English
North holland,02 oktober 2025 (15:41),North holland,2 oktober 2025,Against,English
Utrecht,02 oktober 2025 (15:37),Utrecht,2 oktober 2025,Against,English
"Hoofddorp, Netherlands ",02 oktober 2025 (15:33),"Hoofddorp, Netherlands",2 oktober 2025,Against,English
Breda,02 oktober 2025 (15:31),Breda,2 oktober 2025,Against,Dutch
Almelo ,02 oktober 2025 (15:30),Almelo,2 oktober 2025,Against,Dutch
Tilburg,02 oktober 2025 (15:27),Tilburg,2 oktober 2025,Against,Dutch
Veldhoven,02 oktober 2025 (15:25),Veldhoven,2 oktober 2025,Against,Other
Amsterdam,02 oktober 2025 (15:19),Amsterdam,2 oktober 2025,Against,Dutch
Wageningen,02 oktober 2025 (15:18),Wageningen,2 oktober 2025,Against,Dutch
Lelystad,02 oktober 2025 (15:17),Lelystad,2 oktober 2025,Against,English
Utrecht,02 oktober 2025 (15:17),Utrecht,2 oktober 2025,Against,English
Zoetermeer,02 oktober 2025 (15:14),Zoetermeer,2 oktober 2025,Against,Dutch
Heemstede,02 oktober 2025 (15:13),Heemstede,2 oktober 2025,Against,Dutch
Amsterdam,02 oktober 2025 (15:12),Amsterdam,2 oktober 2025,Against,Dutch
Arnhem,02 oktober 2025 (15:07),Arnhem,2 oktober 2025,Against,English
's-Hertogenbosch,02 oktober 2025 (15:04),'s-Hertogenbosch,2 oktober 2025,Against,Dutch
Amsterdam ,02 oktober 2025 (14:54),Amsterdam,2 oktober 2025,Against,Dutch
Leeuwarden,02 oktober 2025 (14:50),Leeuwarden,2 oktober 2025,Against,Dutch
Rotterdam ,02 oktober 2025 (14:49),Rotterdam,2 oktober 2025,Against,Dutch
Amsterdam,02 oktober 2025 (14:47),Amsterdam,2 oktober 2025,Against,Dutch
?????????,02 oktober 2025 (14:46),?????????,2 oktober 2025,Against,Dutch
Utrecht,02 oktober 2025 (14:44),Utrecht,2 oktober 2025,Against,Dutch
5328AJ,02 oktober 2025 (14:40),5328AJ,2 oktober 2025,Against,Dutch
Hoofddorp,02 oktober 2025 (14:39),Hoofddorp,2 oktober 2025,Against,Dutch
North Holland,02 oktober 2025 (14:39),North Holland,2 oktober 2025,Against,English
Rotterdam,02 oktober 2025 (14:37),Rotterdam,2 oktober 2025,Against,English
Rotterdam,02 oktober 2025 (14:35),Rotterdam,2 oktober 2025,Against,Dutch
Nijkerk,02 oktober 2025 (14:34),Nijkerk,2 oktober 2025,Against,Dutch
Arnhem,02 oktober 2025 (14:27),Arnhem,2 oktober 2025,Against,English
Groningen,02 oktober 2025 (14:23),Groningen,2 oktober 2025,Against,English
Bussum,02 oktober 2025 (14:21),Bussum,2 oktober 2025,Against,English
Voorburg,02 oktober 2025 (14:21),Voorburg,2 oktober 2025,Against,English
Lelystad,02 oktober 2025 (14:20),Lelystad,2 oktober 2025,Against,English
Arnhem,02 oktober 2025 (14:19),Arnhem,2 oktober 2025,Against,Dutch
Amsterdam,02 oktober 2025 (14:19),Amsterdam,2 oktober 2025,Against,Dutch
Almere ,02 oktober 2025 (14:16),Almere,2 oktober 2025,Against,English
Haarlem,02 oktober 2025 (14:14),Haarlem,2 oktober 2025,Against,Dutch
Almere,02 oktober 2025 (14:12),Almere,2 oktober 2025,Against,English
Utrecht,02 oktober 2025 (14:12),Utrecht,2 oktober 2025,Against,Dutch
Dirksland,02 oktober 2025 (14:09),Dirksland,2 oktober 2025,Against,Dutch
Almere,02 oktober 2025 (14:07),Almere,2 oktober 2025,Against,English
Amsterdam,02 oktober 2025 (14:07),Amsterdam,2 oktober 2025,Against,English
Den Haag,02 oktober 2025 (14:07),Den Haag,2 oktober 2025,Against,Dutch
Haarlem,02 oktober 2025 (14:07),Haarlem,2 oktober 2025,Against,Dutch
Amaterdam,02 oktober 2025 (14:06),Amaterdam,2 oktober 2025,Against,Dutch
Wilnis,02 oktober 2025 (13:59),Wilnis,2 oktober 2025,Against,Dutch
Eindhoven,02 oktober 2025 (13:59),Eindhoven,2 oktober 2025,Against,English
Amsterdam,02 oktober 2025 (13:57),Amsterdam,2 oktober 2025,Against,Dutch
Stien,02 oktober 2025 (13:57),Stien,2 oktober 2025,Against,Dutch
Deurne,02 oktober 2025 (13:56),Deurne,2 oktober 2025,Against,Dutch
dordrecht,02 oktober 2025 (13:56),dordrecht,2 oktober 2025,Against,Dutch
Rotterdam,02 oktober 2025 (13:54),Rotterdam,2 oktober 2025,Against,English
Netherlands,02 oktober 2025 (13:53),Netherlands,2 oktober 2025,Against,English
The Hague,02 oktober 2025 (13:51),The Hague,2 oktober 2025,Against,English
Rotterdam,02 oktober 2025 (13:48),Rotterdam,2 oktober 2025,Against,English
Zoetermeer,02 oktober 2025 (13:48),Zoetermeer,2 oktober 2025,Against,English
Sellingen,02 oktober 2025 (13:45),Sellingen,2 oktober 2025,Against,Dutch
Almere,02 oktober 2025 (13:42),Almere,2 oktober 2025,Against,Dutch
Maastricht,02 oktober 2025 (13:41),Maastricht,2 oktober 2025,Against,English
Bussum,02 oktober 2025 (13:41),Bussum,2 oktober 2025,Against,English
Eindhoven ,02 oktober 2025 (13:41),Eindhoven,2 oktober 2025,Against,English
"Roskam, Veldhoven, NL",02 oktober 2025 (13:39),"Roskam, Veldhoven, NL",2 oktober 2025,,
Haarlem ,02 oktober 2025 (13:35),Haarlem,2 oktober 2025,Against,Dutch
Amsterdam,02 oktober 2025 (13:35),Amsterdam,2 oktober 2025,Against,English
Rotterdam,02 oktober 2025 (13:29),Rotterdam,2 oktober 2025,Against,Dutch
's-Gravenhage,02 oktober 2025 (13:28),'s-Gravenhage,2 oktober 2025,Against,Other
The Hague,02 oktober 2025 (13:26),The Hague,2 oktober 2025,Against,English
Beverwijk,02 oktober 2025 (13:24),Beverwijk,2 oktober 2025,Against,English
Deventer,02 oktober 2025 (13:24),Deventer,2 oktober 2025,Against,Dutch
Amsterdam,02 oktober 2025 (13:14),Amsterdam,2 oktober 2025,Against,Dutch
Oud-beijerland,02 oktober 2025 (13:12),Oud-beijerland,2 oktober 2025,Against,Dutch
Heerhugowaard ,02 oktober 2025 (13:11),Heerhugowaard,2 oktober 2025,Against,Dutch
Utrecht,02 oktober 2025 (13:11),Utrecht,2 oktober 2025,Against,Dutch
Leeuwarden ,02 oktober 2025 (13:09),Leeuwarden,2 oktober 2025,Against,Dutch
Eindhoven,02 oktober 2025 (13:07),Eindhoven,2 oktober 2025,Against,English
Groningen,02 oktober 2025 (13:07),Groningen,2 oktober 2025,Against,Dutch
Utrecht,02 oktober 2025 (13:05),Utrecht,2 oktober 2025,Against,Dutch
"Rotterdam, South Holland",02 oktober 2025 (13:05),"Rotterdam, South Holland",2 oktober 2025,Against,English
Amersfoort ,02 oktober 2025 (13:04),Amersfoort,2 oktober 2025,Against,English
Helmond ,02 oktober 2025 (13:01),Helmond,2 oktober 2025,Against,English
Amsterdam,02 oktober 2025 (12:58),Amsterdam,2 oktober 2025,Against,Other
Purmerend ,02 oktober 2025 (12:57),Purmerend,2 oktober 2025,Against,Dutch
Almere,02 oktober 2025 (12:57),Almere,2 oktober 2025,Against,Dutch
Maastricht,02 oktober 2025 (12:56),Maastricht,2 oktober 2025,Against,Dutch
The Hague,02 oktober 2025 (12:56),The Hague,2 oktober 2025,Against,English
Maastricht,02 oktober 2025 (12:54),Maastricht,2 oktober 2025,Against,Dutch
Eindhoven,02 oktober 2025 (12:51),Eindhoven,2 oktober 2025,Against,English
Hoofddorp,02 oktober 2025 (12:50),Hoofddorp,2 oktober 2025,Against,Dutch
Gorinchem,02 oktober 2025 (12:48),Gorinchem,2 oktober 2025,Against,English
Purmerend,02 oktober 2025 (12:45),Purmerend,2 oktober 2025,Against,Dutch
Amsterdam,02 oktober 2025 (12:44),Amsterdam,2 oktober 2025,Against,English
Heerlen,02 oktober 2025 (12:42),Heerlen,2 oktober 2025,Against,English
Eindhoven,02 oktober 2025 (12:41),Eindhoven,2 oktober 2025,Against,English
Oosterhout,02 oktober 2025 (12:40),Oosterhout,2 oktober 2025,Against,Dutch
Amsterdam,02 oktober 2025 (12:37),Amsterdam,2 oktober 2025,Against,Dutch
Gouda,02 oktober 2025 (12:35),Gouda,2 oktober 2025,Against,Dutch
Amsterdam,02 oktober 2025 (12:28),Amsterdam,2 oktober 2025,Against,English
Amsterdam,02 oktober 2025 (12:27),Amsterdam,2 oktober 2025,Against,Dutch
Eindhoven,02 oktober 2025 (12:19),Eindhoven,2 oktober 2025,Against,English
Dordrecht,02 oktober 2025 (12:18),Dordrecht,2 oktober 2025,Against,Dutch
Hilversum,02 oktober 2025 (12:13),Hilversum,2 oktober 2025,Against,English
Almelo,02 oktober 2025 (12:08),Almelo,2 oktober 2025,Against,Dutch
Schiedam,02 oktober 2025 (12:02),Schiedam,2 oktober 2025,Against,Dutch
boornbergum,02 oktober 2025 (12:01),boornbergum,2 oktober 2025,Against,Dutch
Delft,02 oktober 2025 (12:01),Delft,2 oktober 2025,Against,English
Utrecht,02 oktober 2025 (11:57),Utrecht,2 oktober 2025,Against,English
Amsterdam,02 oktober 2025 (11:52),Amsterdam,2 oktober 2025,Against,Dutch
Rotterdam,02 oktober 2025 (11:48),Rotterdam,2 oktober 2025,Against,Dutch
Eindhoven,02 oktober 2025 (11:48),Eindhoven,2 oktober 2025,Against,English
Amsterdam,02 oktober 2025 (11:45),Amsterdam,2 oktober 2025,Against,Dutch
Eindhoven,02 oktober 2025 (11:42),Eindhoven,2 oktober 2025,Against,English
Eindhoven ,02 oktober 2025 (11:36),Eindhoven,2 oktober 2025,Against,English
Rotterdam,02 oktober 2025 (11:36),Rotterdam,2 oktober 2025,Against,Dutch
Amstelveen,02 oktober 2025 (11:32),Amstelveen,2 oktober 2025,Against,Dutch
Helmond,02 oktober 2025 (11:31),Helmond,2 oktober 2025,Against,Dutch
Nijmegen,02 oktober 2025 (11:31),Nijmegen,2 oktober 2025,Against,Dutch
Iran,02 oktober 2025 (11:30),Iran,2 oktober 2025,Against,Dutch
Barendrecht,02 oktober 2025 (11:29),Barendrecht,2 oktober 2025,Against,Dutch
Amsterdam ,02 oktober 2025 (11:28),Amsterdam,2 oktober 2025,Against,English
Amsterdam,02 oktober 2025 (11:26),Amsterdam,2 oktober 2025,Against,English
AMSTELVEEN,02 oktober 2025 (11:20),AMSTELVEEN,2 oktober 2025,Against,Dutch
Amsterdam,02 oktober 2025 (11:14),Amsterdam,2 oktober 2025,Against,English
Zaandam,02 oktober 2025 (11:14),Zaandam,2 oktober 2025,Against,Dutch
Eindhoven,02 oktober 2025 (11:14),Eindhoven,2 oktober 2025,Against,English
Zoetermeer,02 oktober 2025 (11:11),Zoetermeer,2 oktober 2025,Against,Dutch
haarlem,02 oktober 2025 (11:08),haarlem,2 oktober 2025,Against,English
Enschede,02 oktober 2025 (11:03),Enschede,2 oktober 2025,Against,English
Utrecht,02 oktober 2025 (10:58),Utrecht,2 oktober 2025,Against,Dutch
Groningen ,02 oktober 2025 (10:51),Groningen,2 oktober 2025,Against,English
Heerhugowaard,02 oktober 2025 (10:45),Heerhugowaard,2 oktober 2025,Against,Dutch
Leende,02 oktober 2025 (10:43),Leende,2 oktober 2025,Against,Dutch
Rotterdam,02 oktober 2025 (10:43),Rotterdam,2 oktober 2025,Against,Dutch
Amstelveen,02 oktober 2025 (10:40),Amstelveen,2 oktober 2025,Against,English
Almere,02 oktober 2025 (10:39),Almere,2 oktober 2025,Against,English
Apeldoorn,02 oktober 2025 (10:38),Apeldoorn,2 oktober 2025,Against,English
Nijmegen,02 oktober 2025 (10:37),Nijmegen,2 oktober 2025,Against,Dutch
Almere,02 oktober 2025 (10:35),Almere,2 oktober 2025,Against,English
Maarssen,02 oktober 2025 (10:33),Maarssen,2 oktober 2025,Against,Dutch
Rotterdam ,02 oktober 2025 (10:28),Rotterdam,2 oktober 2025,For,Dutch
The Hague,02 oktober 2025 (10:28),The Hague,2 oktober 2025,Against,English
Rijswijk,02 oktober 2025 (10:28),Rijswijk,2 oktober 2025,Against,Dutch
Utrecht,02 oktober 2025 (10:27),Utrecht,2 oktober 2025,Against,English
Eindhoven,02 oktober 2025 (10:09),Eindhoven,2 oktober 2025,Against,English
Amsterdam,02 oktober 2025 (10:04),Amsterdam,2 oktober 2025,Against,English
Amsterdam,02 oktober 2025 (09:57),Amsterdam,2 oktober 2025,Against,English
Amsterdam,02 oktober 2025 (09:51),Amsterdam,2 oktober 2025,Against,Dutch
Utrecht,02 oktober 2025 (09:51),Utrecht,2 oktober 2025,Against,Dutch
Nieuwegein,02 oktober 2025 (09:48),Nieuwegein,2 oktober 2025,Against,English
Nootdorp,02 oktober 2025 (09:36),Nootdorp,2 oktober 2025,Against,Dutch
Haarlem ,02 oktober 2025 (09:35),Haarlem,2 oktober 2025,Against,English
Zoetermeer,02 oktober 2025 (09:33),Zoetermeer,2 oktober 2025,Against,Dutch
Rijnsburg,02 oktober 2025 (09:31),Rijnsburg,2 oktober 2025,Against,Dutch
Soest,02 oktober 2025 (09:29),Soest,2 oktober 2025,Against,Dutch
Zaandam,02 oktober 2025 (09:29),Zaandam,2 oktober 2025,Against,English
Amsterdam,02 oktober 2025 (09:26),Amsterdam,2 oktober 2025,Against,English
Almere,02 oktober 2025 (09:17),Almere,2 oktober 2025,Against,English
Den Bosch,02 oktober 2025 (09:16),Den Bosch,2 oktober 2025,Against,English
Utrecht ,02 oktober 2025 (09:16),Utrecht,2 oktober 2025,Against,Dutch
Hengelo ,02 oktober 2025 (09:09),Hengelo,2 oktober 2025,Against,Dutch
"Enschede, The Netherlands",02 oktober 2025 (09:06),"Enschede, The Netherlands",2 oktober 2025,Against,Dutch
Zoetermeer,02 oktober 2025 (08:57),Zoetermeer,2 oktober 2025,Against,Dutch
Utrecht,02 oktober 2025 (08:53),Utrecht,2 oktober 2025,Against,English
Den Haah,02 oktober 2025 (08:47),Den Haah,2 oktober 2025,Against,English
amsterdam,02 oktober 2025 (08:43),amsterdam,2 oktober 2025,Against,Dutch
Bergen op Zoom,02 oktober 2025 (08:39),Bergen op Zoom,2 oktober 2025,Against,Dutch
St. Geertruid,02 oktober 2025 (08:35),St. Geertruid,2 oktober 2025,Against,Dutch
Delft,02 oktober 2025 (08:21),Delft,2 oktober 2025,Against,English
Den Haag,02 oktober 2025 (08:18),Den Haag,2 oktober 2025,Against,Dutch
Den Haag,02 oktober 2025 (08:13),Den Haag,2 oktober 2025,Against,Dutch
Amsterdam,02 oktober 2025 (08:13),Amsterdam,2 oktober 2025,Against,Dutch
Amsterdam,02 oktober 2025 (08:11),Amsterdam,2 oktober 2025,Against,English
Rosmalen ,02 oktober 2025 (08:11),Rosmalen,2 oktober 2025,Against,English
Rijswijk ,02 oktober 2025 (08:09),Rijswijk,2 oktober 2025,Against,Dutch
Alkmaar,02 oktober 2025 (07:45),Alkmaar,2 oktober 2025,Against,Dutch
Epe,02 oktober 2025 (07:37),Epe,2 oktober 2025,For,Dutch
Nieuwerkerk aan den ijjsel,02 oktober 2025 (07:34),Nieuwerkerk aan den ijjsel,2 oktober 2025,Against,English
Eindhoven,02 oktober 2025 (06:50),Eindhoven,2 oktober 2025,Against,Dutch
Amsterdam,02 oktober 2025 (06:24),Amsterdam,2 oktober 2025,Against,Dutch
Apeldoorn,02 oktober 2025 (05:16),Apeldoorn,2 oktober 2025,Against,Dutch
Hilversum,02 oktober 2025 (03:55),Hilversum,2 oktober 2025,Against,Dutch
Delft,02 oktober 2025 (03:26),Delft,2 oktober 2025,Against,Dutch
Hengelo,02 oktober 2025 (03:24),Hengelo,2 oktober 2025,Against,English
Amsterdam,02 oktober 2025 (02:31),Amsterdam,2 oktober 2025,Against,Dutch
Den haag,02 oktober 2025 (02:11),Den haag,2 oktober 2025,Against,Dutch
Den Haag,02 oktober 2025 (02:02),Den Haag,2 oktober 2025,Against,Dutch
Netherlands ,02 oktober 2025 (01:56),Netherlands,2 oktober 2025,Against,English
Roermond ,02 oktober 2025 (01:44),Roermond,2 oktober 2025,Against,Dutch
